review_id,app_id,score,star_num,helpful_num,review_content
11,com.mapswithme.maps.pro,93.75700934579439,1,1,"Effectively useless for cycle routing. I downloaded this to get cycle routing which Google maps doesn't offer in Central America. Maps.Me does do cycle routing but it's effectively useless. First, it only offers you one route to your destination, so if you were thinking about taking another road, too bad, maps.me will not show you how long that road might be. You only get the one suggestion and no others, and no way to make it give you other options.  Second, there's clearly a compulsion by the app to avoid anything it thinks is a highway at all costs. So you end up with totally bizarre and out of the way routes when there's a direct road from you to your destination. This avoidance of highways would be ok if you were given more than one route to choose from, or you could turn off the 'avoid highways' preference. Unfortunately this is not possible. All of this might be fine in the US or Western Europe, but in Mexico and Central America if a road doesn't have a number (and is nominally a highway) it probably isn't paved. So avoiding anything with a number is basically going to be sending you along a lot of dirt roads. The app is also then also avoiding lots of rural highways, totally quiet, beautiful, no traffic, two lane roads.   Finally, they made a big deal with an update that made the app display an elevation profile for cycle routes too. This is a big deal for cyclists, as it's important to know the hills you have in front of you (or at least on the one route the app wants you to take). Sadly, this elevation profile is effectively useless too. The profile had nothing on it to show scale, so you have no idea how high the individual peaks are. There is one number given next to an up/down arrow symbol which I think must be net gain??? Or maybe it's total gain??  I really have no idea. And honestly, if you're going to give me one number, give me the highest altitude I'll reach on that route. From there I can guestimate the other climbs.  Maybe the app is ideal for driving. Maybe it works better for cyclists in cities. I don't know. I do know that it's pretty useless for me, except in the rare circumstances that the app and I are in agreement about which road to take."
12,com.mapswithme.maps.pro,93.30841121495327,3,1,"I almost rated this for stars. It's a nice, useful app with some gaps--I really like the basic idea and the maps themselves are accurate and occasionally have nice details (for example, airport gate numbers).  There are some major gaps in searching for foods, shopping, etc., though. Primarily this is just in not having locations. For example, in one city in Japan I did a search for food and it came up with maybe 3 or 4 places when I was aware of dozens close by.  Since it pretty quickly looks for options further away, I was getting results up to fifty miles away (in Japan, traveling fifty miles can take several hours).  It also missed the biggest shopping center in the area.  Still, it's handy for knowing where you are and had the ability to download sections of the world's you're interested in.the interface is also easy to navigate and it came up with Japanese city names easily even though I was using English letters.  Train stations are well-marked and it's pretty easy to follow along with your reason trip to know how much further you need to go and where to get off (note that the routing itself i s by driving rather than public transport, which would have been a nice feature, but that you can simply see where the tracks are)."
13,org.wikipedia,91.8411214953271,3,17,"Offline reading is a huge draw for me but I don't know if it's the android app or what but the gui is completely obtuse. Impossible to get to main menu and read my saved articles, I have scoured everywhere. All I can do is save pages to my lists but not read them. One time when I updated my install it worked but no button returns me to main menu. Pressing back exits the app. Please I've searched what in Christ's name is this?"
14,com.mapswithme.maps.pro,90.42990654205607,2,1,"Too many ads. Even more than Google Maps. At least most of the features work in a general sense; just not in my area.  EDIT: I understand that advertising is a resource that allows for development to continue, but you must understand the current default implementation makes any features very unappealing and the entire experience unenjoyable. I uninstalled imediately after the second push ad. Push ads are unacceptable in any form.  I am aware you can opt out of most advertising by going to settings and switching off ""Show offers"", but there's no garuntee your app will stop giving other unwanted push notifications, such as the one asking if the user is aware of the bookmarking feature. DO NOT engage the user outside of the app unless it is for a currently requested function or feature they are actively using, such as continuing navigation while in the background. There are better ways to let users know of features. For example, highlight the area you want to be noticed and give a brief message when the app is launched. This is more benificial for you as well, because a user is more likely to follow through when they have already chosen to engage with the app, as opposed to you trying to pull them away from whatever else they may be doing."
15,com.mapswithme.maps.pro,88.65420560747663,3,0,"Decent app. Tried out a few offline nav apps that use osm for data and this had the best looking map display for me. Clean and clear display during navigation a plus. Suggested nav routes were generally good, but did not care for the inability to ignore toll roads as well as to get more than one suggested route. The biggest shortcoming for me was that with just about all osm apps, the POI/address search are useless unless those items are entered in the osm database. A suggestion would be to have a online search function (like MapFactor's google search) to be able to find those items and be able to translate the info into an offline nav point. Another suggestion would be to improve the display functions during navigation, ie: speedometer/speeding warnings, lane assist, and fixed speed cameras. Needs improvements but a solid app overall."
16,org.wordpress.android,88.59813084112149,1,1,"Inferior in every possible way to using the online editor. This app doesn't allow you to link to your own earlier posts, crashes often, can sometimes delet your whole draft even unsave a previously update and saved page, and has issues previewing images. It also cannot pull the most recent version of you updates which you created with the web editor. Woe be unto you if you mak long pots, because after a certain size copy/paste stop working and the editor gets so slow you have to wait for the displayed text to catch up to you. What it does do well is present your stats page, manage the site permissions and let you get a rough draft started. Though it has so many problems I'm just using the MS Office apps for my rough drafts and then copy/pasting into the web interface. I'll probably uninstall this soon because it is basically horrible."
17,com.mapswithme.maps.pro,86.0,1,5,"This app has gone downhill. Now that Google maps supports offline maps there is absolutely no reason to use this app. It still causes my device to restart. No other app makes my phone restart, only this one. It uses a dodgy background process that makes my phone restart even after I finish using app. They need to add a ""exit"" button to properly close the app. It keeps running services in background even when I force quit the app via task manager. It crams a lot of junk and annoyances in the app. I don't want business names or the ability to rate or share or whatever other junk they force in there. Let me turn all the junk off so I can use the map like a map. Stop asking me to turn on location settings. I use offline maps and not interested in going online and ""writing a review"" of map locations."
18,com.mapswithme.maps.pro,85.55140186915887,3,46,"Has some UI usability issues. While doing a search on a street, it's very unresponsive when I press on the street that has already come up in the search results.  Also, no way to enter a street number. Which seems pretty basic and shocking that it doesn't allow user to specify a street number!   Disappointing. I just spent 20 minutes trying to enter in the address of a location.   Suggest you hire some UI designers and product managers to do a better job redesigning this app, to be user friendly and make it easy for users to do simple things, like actually entering in an address!  In response to Developer's ""fixing"" the 2 missing EXAMPLE addresses I listed, that's like a drop  in the ocean. The problem is NOT simply that it couldn't locate the 2 EXAMPLE addresses I listed. The problem is deeper. It was unable to properly locate an arbitrary, VALID, address. This is something Google Maps can do EASILY.   Based on this rather GLARING defect, I think this largely makes this app unusable for general purpose navigation.."
19,com.mapswithme.maps.pro,84.77570093457943,3,8,"Its good, very useful for walking/hiking. Which OSM is very good for. Could  be better with search results for Car Navigation. OSM doesn't really  support proper Address searching so relying solely on this isn't possible.  I have to go back to Google to find actual full addresses. What I would  like to see changed is; - when searching the results show the downloaded  Map Name which can be confusing as it doesn't match the location of the  address. (please remove this) - would be nice to have other map  overlays/textures to choose from. (like osm where it shows house numbers!)  - Ability to sort bookmarks by Name rather than just when they were added.  (also when searching to show bookmarks in results) - Transport information  Trains / Bus times currently not available for the UK."
20,org.wikipedia,83.76635514018692,3,3,"Good for reading, a pain for editing. It's a great app for reading and browsing the encyclopedia. The main problem I have with it on that front is that the way it displays lead images in article headers often cuts off important parts of the image; see for example Hammerton Killick- it cuts off his head!   Editing is more problematic - talk pages are impossible to get to, as is article history. Talk and history can be beneficial for readers as well as they give valuable info about reliability and sources of content."
21,com.mapswithme.maps.pro,82.67289719626169,2,1,"I wanted to like this app. I'm looking for an alternative to google maps. The routing is actually ok, although the estimated timings don't take traffic conditions into account. The offline operation is good, but there isn't really an 'online' mode. If I currently have a good connection I want to be able to search a new area without having to download the section first. But what has killed it for me is that the search is useless. There us no UK postcode search, which is what I primarily use. Searching by street name sometimes works, but often comes up empty. Conversely when there are multiple matches adding extra location details (borough, etc) doesn't narrow the search effectively. As far as i can tell it treats each term entered separately and at some point if you haven't chosen one of the matches for your first term and keep typing it switches to searching on the second term, ignoring the first. I only managed to experience the navigation by finding places on Google maps, and then matching the street pattern and zooming to find them manually in this. I gather it works better in some countries than others, so I'll probably try it again sometime, but for now I'm giving up."
22,org.wordpress.android,81.29906542056075,1,0,"Error when uploading imagen to post The media item could not be retrieved. Error when uploading imagen to post.WordPress Android version: 4.5.2 Android device name: LGE Nexus 5  01 - Configuring Simperium 02 - Already registered for GCM 03 - resetting suggestion tables 04 - reader post list &gt; restoring instance state 05 - reader post list &gt; creating post adapter 06 - reader post list &gt; purging database 07 - reader post list &gt; updating current user 08 - reader post list &gt; updating tags and blogs 09 - trackLastActivity, activityId: My Site 10 -"
23,org.wordpress.android,81.29906542056074,1,0,"Ugh. Every 'update' frustrates me to no end. I have things working as they should... then an update like the latest wrecks everything.  Content in limbo. Endless upload errors. Takes forever to post. And... ugh... what happened to my custom image resize controll'? Once upon a time this app worked beautifully and did what it should... you see... people posting from their phones are ON THE GO! I just want to post quickly with no hassle- the control needed but not clutter. Many times its mobile data, in a remote location. The app used to be lean and mean and do the job perfectly. Now its like it's a mini desktop app that's bogged down with junk. What used to take seconds... select some pics on phone ... share to WP app... add text hit upload and DONE... is now futz with this and that ... fight the awful quirks ...hit post and wait wait wait...error. error.  Wrangle things back to where they work again....then get blitzed by the next update"
24,com.mapswithme.maps.pro,81.12149532710279,2,0,"GPS Bug updated. Has GPS bugs that make it almost unusable. No voice Nav and regular google maps is much less of a battery drain  GPS bug is as follows. You can search for a location, but if your GPS wasn't already enabled it will constantly search never making a connection. You have to stop the app restart it with GPS already enabled and it seems to work for the most part but it was very spotty and it makes it extremely hard to use if you don't have time to stop and park and occasionally I had to hit the lower left button to make it connect again if it stopped working. Was very weird, never have this problem in most apps. I'm a developer myself that's the only reason I recognize it as a bug. Will give it two stars because it got me back from St. Louis without getting me totally lost."
25,com.mapswithme.maps.pro,81.12149532710279,2,0,"Too many bugs Ecoing another user, the maps themselves are nice after they finally download. Love that I can view them offline and save data usage. Not much else appeals to me. The search results are odd and difficult to interpret. Voice commands never seem to work. Once address is inputed, the route doesn't appear. You sit there showing current location only. I can't get miles to work as the setting defaults back to kilometers every time. Fix the bugs, I love this app. As it is, it's only good for offline map viewing."
26,com.mapswithme.maps.pro,81.12149532710279,2,8,"Unintuitive I was using this app to walk around Munich, but it was often difficult-to-impossible to see the name of the street I was on. I wanted to use it offline and without using my location (to save battery), but the app constantly prompted me to switch on location. There's a bug in the bookmark view, it's difficult to edit the bookmark for items with a lot of details, it will snap to the bottom or top, and the ""edit"" button is in the middle. Also, navigating the app in general is unintuitive."
27,com.habitrpg.android.habitica,80.62616822429906,3,1,"Idea is great and I love using this app, but parts need refining. Sorting items (ToDos, Dailies, etc) from the app doesn't persist, but doing so from the website does. There is a widget for Habits and Dailies, but not for ToDos, and I this ToDos is the list people would best like to see made into a widget. There is no clean way to take back a button press (If you accidentaly pressed on + and didn't mean to your options are leave it as is even though you didn't earn the rewards or edit the task to include a minus option and take the HP hit). Would be nice if you could automatically sort by Due Date ascending. Creating a Daily and setting it to all days, then editing it and removing the current day still leaves the Daily Active (Same with the reverse if it was first created as not enabled for this day of the week, then editing and enabling it, it remains disabled). Etc , My point is the idea is amazing, there is a huge community behind it which is great, and I personally love the app. But it lacks polish around the edges and some bugs could be fixed."
28,com.mapswithme.maps.pro,80.34579439252336,2,1,"Excellent maps (thanks OpenStreetMap), crappy SatNav. I'm looking for a good offline maps app to use in my car, and based on the reviews and how the maps and routing looks on this, I thought I'd found my answer, big ""but"" incoming: I don't know if this is the same for everyone, but the app won't seem to recognise any street numbers, so any address I type will only find the street. Some streets are massive! this isn't useful. Also quite often after searching and finding a generic town/street, I try to ""route to"" it and then get an error saying the app can't give directions to this location, try and be more precise. So yeah, not really any use."
29,com.mapswithme.maps.pro,80.12149532710279,3,106,"Adds have been added in one of the never versions, don't update if you haven't already! It's a good app, but it's NOT a universal map. It works best if you find your destination address with a browser, as the names in OSM don't always match. Due to size limits, searching by street numbers is not possible and this severely limits your options. The app goes nuts if your GPS is broken, and you can't just follow the route by moving the map with fingers, as popups keep reappearing. Maps.me is best if you just move to points you know in advance, using the best in class bookmark system"
30,org.wordpress.android,79.63551401869158,2,4,"It's worse sorry Since the last update I can't use my regular photo viewer to choose pictures from my post. I now have a list of images that seem to come from my tablet but not it's sd card; where all my images are. I have around 30,000 images in various picture folders (I am travelling and have a 128GB sd card in my tablet where my images are stored)  and this update to 3.9 has made choosing images impossible.  I have two possible workarounds. Either I upload the images to google or similar and put a link in the post to them. Or my second option is to upload the images in the WordPress app through the media menu item and then choose these images I want in the post using your new chooser interface.  Honestly I see what you are trying to do with the new interface but it does limit the user as to how they choose their images. Handing this task over to the operating system, as it was before, makes more sense and makes your app lighter.  Please switch back to the normal way of adding images. Updating posts on tablets and phones has been great with the WordPress app and I feel it's just been made more difficult with this update."
31,com.mapswithme.maps.pro,79.01869158878503,1,0,this app is an absolute rubbish. the new update is real catastrophe. the settings go back to default each time and the app loses the address for map storage files which results in asking to download the map data again. i had bookmarked the location of my hotel but then when i was in Spain it failed show me even the downloaded maps. just rubbish.
32,com.mapswithme.maps.pro,78.24299065420561,1,0,"Cannot get proper GPS signal (only that app could not) even outside in a very open space. Also, most of the time, it cannot determine any route to go a specific address (including to go to international airports). Bottom line: quite useless except to take a lot of space on your device.  ANSWER TO THE DEVELS: yes of course i checked my GPS location settings, i believe i made myself clear: this is the only app that gives me trouble, even other GPS apps are working correctly. Please next time, read carefully the review instead of assuming i did something wrong. 2SD ANSWER TO DEVELS: I will try to be even more clear: I checked all the settings of the phone, i only have that problem with your app. Btw, there is a more critical problem: it cannot find a route to a lot of destination, an international airport in my case. 3RD ANSWER TO DEVELS: Unbelievable, for the third time: YES I CHECKED ALL SETTINGS! Note that i read your FAQ. This is the only GPS app i know that cannot route you to an international airport and i had the same pb with addresses on public roads. 4TH ANSWER TO DEVELS: no i am not contacting you, i use a better app and our exchange was unpleasant, it is enough."
33,com.habitrpg.android.habitica,77.97196261682242,3,2,"So far I'm finding it very helpful and it's a great idea but the app for ui is hugely unintuitive and chunks of it seem not to work at all.  There are buttons that just look like explanatory text and other things that look like buttons that aren't.  If I hatch a new pet or try to make a new change to my avatar it can sometimes take several minutes for the app to recognize and show the change, meanwhile I'm trying to figure out what I did wrong.  The entire party structure and invitation setup is needlessly complicated and frustrating.  The actual task/to do list setup is great. That section of the app is what we're here for and it's really great. The reward and group mechanics are good motivators. It's just the structure of the game that needs improvement."
34,com.mapswithme.maps.pro,76.69158878504672,1,0,FUBAR !! Tried downloading the complete set of maps (about 25 GB) and it screwed up at around 4.5 GB. Would not download any maps at all. My connection was fine BTW.  Am going back to the app at F-Droid. Probably won't have the routing feature or the most recent updates but at least it works. Beware: If you have the F-DROID app and uninstall it all your maps get erased. I lost 25 GB of tediously downloaded maps when I decided to go with the Google Play version. FWIW...... reinstalled the Google Play app.......Still NO GO !!
35,com.mapswithme.maps.pro,76.24299065420561,3,5,"The backcountry road maps are pretty accurate for wheelie in the bush couldn't get it to actually work for directions in town or route plan with it. Just getting it again on my new phone.   I did manage to get routes to load. However the search option doesn't find nearby places (addresses) and nearby parks,towns etc easily.  Also I can not seem to alter the route.  For example I put in directions to Sloquet hot springs. The route the app selected is a very rough road compared to the parralel road that also gets you there. It would be nice to select other roads with the touch of a finger. Please improve and get back to me. Thanks for the prompt response on my last review"
36,com.mapswithme.maps.pro,75.91588785046729,1,0,"A significant backward step Now there is no way to select which maps to update, nor is there any indication of download size (why not?). The option to download WITHOUT routing has disappeared. I do not require routing as I already have a sat nav. Fortunately I have not updated my phone, only my tablet. I will not be updating my phone to v6 as this is the device I use most. Until now this was a 5 star app (and I had the paid version before it became free). Hugely disappointed. ------------------UPDATE. Tried updating one small map (Guernsey 449kB) and found ALL my old maps had been deleted. The new style Guernsey map is 882kB. I have backups of my old maps, so not a problem to recover them."
37,com.mapswithme.maps.pro,74.69158878504672,3,158,"I was a bit lost on a tropical island's hill. Used it to find the right path back. Recent version seemed to be acting perversely, sending one to slip road to exit motorway only to rejoin it. Also no option for using motorway if available. Not good. Also it would be useful to be able to have waypoints and preferred routes and types of roads to avoid. Updated version now doesn't bring up saved favourites when planning route when tapping on To button. Another feature absent is any indication of the name of the road you are on, or, often, the junction numbers on motorways. The maps do not always show road names as well, or if they show up, the names will vanish when you zoom."
38,com.mapswithme.maps.pro,74.3644859813084,1,1,"Stay away from this. Wanted an alternative for Google maps, but I need to use it anyway because this app finds streets but rarely any actual street addresses. The search function is very frustrating and irritating too, with you not able to fill in a long street name and then add the street number to verify this app can't find that place either. Lack of aerial/satellite overlay option a big minus too. Could have been redeemed by bookmarks that can be imported sensibly."
39,org.wikipedia,74.32710280373831,1,1,"Sidenotes make this app useless The main problem with this app is that they put ALL of the side notes at the very top of the article, forcing us to scroll 10 or even 20 pages before getting to the actual article text! I don't know who's idea that was but it's terrible and makes the app useless. Who wants to scroll 15 pages before reading an article? Put the side notes in a fly-out side bar, or put them at the bottom, or make them default to ""collapsed"" view expandable by click, or a ""jump to text"" button. ANYTHING other than how it is."
40,com.mapswithme.maps.pro,73.3644859813084,2,2,"App only for big cities like london, delhi etc. Mostly lines only available without name. Shown Only one navigation route, though many alternate available. Pros 1. Less data and less battery usage 2. Big cites data available 3. Make our own bookmarks, location etc Cons. 1. Complete map data available only for large cites. 2. Suburban, minor cites name only included If your moblie has enough space, google offline is better. Not suitable for travellers through small cities villages etc."
41,com.mapswithme.maps.pro,72.81308411214953,1,0,"Bloated piece of junk. search results for a train station or an airport will drive you mad. trying to locate Amsterdam by typing 'Airport' or Airport Amsterdam will return every  business in the world containing the word airport, restaurant, bars, airport place, everything except the actual Airport. I guess developers  are too busy bloating the app (response time is so slow it is barely usable anyway. Plan for a phone with 4GB orf ram for that monster., or go back to paper maps (which works WAY better if you need to find a train, an airport, a street. If all you need is to look for restaurants  I guess Maps.Me can give you some advertisement along your way. Otherwise avoid this thing."
42,com.mapswithme.maps.pro,72.58878504672897,2,0,"Doesn't search by postcode, the three locations I tried came up with no  results (the locations have been there for over 20 years), then when you  search for the actual road names and find them, the area it lists them in  is usually wrong, so you'd have to really know where you were heading  before you trusted it. The app also seems to only give you one route  choice, no option to change to quickest or shortest in the settings, or  avoid motorways etc. Can't really comment on much else as I gave up after  learning those things. All in all it's basic, the navigation is competent  but very sensitive to kinks in a road (so be prepared to bear left / right  a lot when you're just following a road). My advice is to use Navmii which  isn't perfect, but light years ahead of this."
43,com.mapswithme.maps.pro,72.3644859813084,3,0,"As a cyclist I have to say that this is the only app so far that I have checked that allows you to create routes using small roads that doesn't crash or fails for some random reason or has them all removed; google maps, strava, osmand, bike citizen, here we go, sygic maps, all of them failed spectacularly, this one did not.  However the real problem is that I am unable to create anything but short routes due to the limitations in the amount of stops that I can add; given there are tons of forest roads you can never pick the one you like and make something longer than 30km of a route; It also isn't even a paid feature, I'd have paid for such feature in a heartbeat.  Two fixes, having 3 stops is ok if I can chain routes, as in save them and load them quickly; or allowing to add up to 10+ stops, the average that you need on 80+km rides on these forest mazes.  Back to square one having to buy a GPS, and these garmins aren't cheap at all; I am however pleased on how close this was to actually work, that I dared to write this review; hoping they implement it, even if it's paid; maybe they can have competition in something they never expected to."
44,org.wordpress.android,72.33644859813083,2,0,"It's good but..... It's good but some more improvements required such as edit post quickly...... I am using wp but when I trying to edit previous post,option shows but not edit another problem is setting, view site,user options not working  and site stats shows too late please upgrade it's suddenly."
45,com.mapswithme.maps.pro,71.81308411214953,2,0,"Great app EXCEPT MAJOR PROBLEM!!!  Fix this and you'll get 6 (six) stars  MAJOR PROBLEM - Do not let it map your routes without checking them. It will put you off major highways in favor of small local ""colorful"" side roads. We just spent 3 weeks in a motor home in Great Britain. The first week was hell trying to drive a wide motor home on narrow single lane back roads with oncoming traffic. I did miss the truck but took out the left side mirror on an overhanging sign instead ($457). Often it favored local side roads literally side by side and paralleling expressways.  ______ Update: Maps.me responded asking for my original specific coordinates. I suggested they pick any spot 50 miles outside London and a 2nd spot 50 miles on the opposite side. Their response - ""Unfortunately, without a concrete example, we can't say for sure of the issue is related with the app or the map data.""  Such a lame, no responsibility cop out. Don't bother with them."
46,com.mapswithme.maps.pro,71.81308411214953,2,0,"Expecially after the updates of the last months, the app shows issues that make it not usable:  -it cannot make a path on a map not updated (and if you are abroad without Internet and unlucky enough to miss the update, you cannot use the app, which denies the usefulness of it); -you cannot zoom on the rough map if you do not download the detailed map first, so you cannot get an idea of zones you did not download (not even the zones that are clearly visible on the rough map when not zooming); -full of pop-ups and messages you cannot remove, covering the map and being extremely annoyng; -the ""search"" option is horrible, sometimes cannot find even extremely famous places (try searching ""San Marco"" in Venice...)."
47,com.mapswithme.maps.pro,71.58878504672897,3,0,"Good app but terrible at finding streets. I live in Mexico city and every time I write the name of a street, it appears more than 20 streets with that name because it searches even in other states. I uninstalled most of the country maps and left only my city but the results from other states continue to appear. So, to click the correct street is a pain. It should search only in the city you are at. If it had google's map search engine like, this would be definitely the best offline app for maps.  And it is not possible to add a city name with the street you are searching. As soon as you start typing more letters all the results disappear and a weeping dog appear saying ""no results"".  And also if I am using an app like this is because I don't know where the street I want to go is. Even if I move the map or zoom in or out, I am lost trying to figure it out where the direction I want is."
